Brand|Equity/NPD|Campaign|Country|Agency|Brand Generation|Product|Campaign2|CampaignID|Sub Campaign|Campaign Start Date|Campaign End Date|Planning Target|Media Mix|Channel|Channel Detail|Media Type|Digital Platform|Buying Type|Device|Format|Net Spend (Local)|Currency ISO Code|Spot Length (sec)|GRPs|Adjusted GRPs|TRPs|Admissions|Impacts (000s)|Number/Length of Executions|Impressions|Clicks|Engagements|Valued Views|Reach|Frequency|Comments|OOH Format Category|Week|Facebook Objective|Facebook Buying Type|YouTube Format|Site/Platform|Year|Digital Platform categorisation |Campaign Generation|Category|
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|Other Sites|Multi-platform|Tracking|39,149|GBP|6|||||||8,510,749|3,848||0|||Not all formats were video, some were statics hence why there’s zero views||1-feb-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|11,173|GBP|6|||||||4,473,313|1,556||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|11,171|GBP|6|||||||4,413,068|1,513||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,342|GBP|6|||||||3,052,491|908||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,377|GBP|6|||||||3,035,114|926||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,363|GBP|6|||||||2,999,899|794||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|11,175|GBP|20|||||||2,782,697|820||378,807|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|11,167|GBP|20|||||||2,741,156|731||370,938|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,379|GBP|6|||||||2,706,743|815||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,376|GBP|6|||||||2,586,994|823||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,357|GBP|6|||||||2,581,480|855||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,361|GBP|6|||||||2,521,189|760||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|8,375|GBP|6|||||||2,374,531|764||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,380|GBP|20|||||||2,278,208|865||273,668|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,374|GBP|20|||||||2,242,554|997||275,891|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,381|GBP|20|||||||2,241,715|1,124||276,232|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,372|GBP|20|||||||2,228,420|803||260,746|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,380|GBP|20|||||||2,144,809|1,029||271,987|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,372|GBP|20|||||||2,126,614|976||268,314|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|4,783|GBP|6|||||||2,089,756|837||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|5,586|GBP|6|||||||2,083,713|629||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,381|GBP|20|||||||2,017,222|886||212,145|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|8,383|GBP|20|||||||2,009,608|858||225,919|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|5,587|GBP|6|||||||1,964,873|594||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|4,789|GBP|6|||||||1,962,884|789||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|4,584|GBP|6|||||||1,937,794|729||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|4,584|GBP|6|||||||1,933,905|807||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,591|GBP|6|||||||1,673,987|669||0|||Not all formats were video, some were statics hence why there’s zero views||5-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,593|GBP|6|||||||1,592,477|625||0|||Not all formats were video, some were statics hence why there’s zero views||5-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|5,586|GBP|20|||||||1,589,512|766||217,824|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,561|GBP|6|||||||1,588,386|676||0|||Not all formats were video, some were statics hence why there’s zero views||5-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,589|GBP|6|||||||1,581,000|571||0|||Not all formats were video, some were statics hence why there’s zero views||5-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|5,588|GBP|20|||||||1,574,641|794||197,030|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,591|GBP|6|||||||1,570,454|589||0|||Not all formats were video, some were statics hence why there’s zero views||5-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,565|GBP|6|||||||1,491,316|613||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,587|GBP|6|||||||1,488,409|574||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|3,590|GBP|6|||||||1,476,870|565||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|4,588|GBP|20|||||||1,208,734|407||197,633|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_TVC||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Trueview|4,586|GBP|20|||||||1,202,883|218||179,983|||||12-apr-21|||Trueview for Reach||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Competition||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|11,510|GBP|6|||||||7,419,069|9,426||575,396|8624642|5.83|||6-sep-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|18,958|GBP|6|||||||10,931,726|10,988||698,298|8624642|5.83|||13-sep-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|18,838|GBP|6|||||||10,155,912|9,481||601,261|8624642|5.83|||20-sep-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|18,690|GBP|6|||||||10,886,618|10,590||587,377|8624642|5.83|||27-sep-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|2,390|GBP|6|||||||1,008,811|432||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|17,862|GBP|6|||||||10,145,279|9,440||518,737|8624642|5.83|||4-okt-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Core|NPD|Walkers Taste Icons|UK|OMD|LAYS|WALKERS CORE PC|Walkers Taste Icons|||6-9-2021|31-10-2021|18-54|Digital|Digital: Social|Facebook/Instagram|Paid Social|Facebook/Instagram|Facebook Biddable|Multi-platform|Facebook Feed, Instagram Feed|1,185|GBP|6|||||||737,233|661||35,962|8624642|5.83|||11-okt-21|Brand Awareness|Auction|||2021|FACEBOOK/INSTAGRAM|GB_LAYS_Sep_2021_Taste_Icons_FB_In-Feed_Auction||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|2,394|GBP|6|||||||970,532|354||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Product||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|2,294|GBP|6|||||||895,125|386||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|2,294|GBP|6|||||||891,751|344||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 2||
Walkers Family Snacks|NPD|Quavers Retro Flavours (NPD)|UK|OMD|LAYS|Quavers|Quavers Retro Flavours (NPD)|||15-1-2021|26-2-2021|18-44|Digital|Digital|Youtube|Digital|Youtube|YouTube Programmatic|Multi-platform|Bumper|2,234|GBP|6|||||||805,597|226||0|||Not all formats were video, some were statics hence why there’s zero views||12-apr-21|||Bumper||2021|YOUTUBE|GB_LAYS_Jan_2021_WALKERS-OTHER_NPD_FAMILY SNACKS_QUAVERS_3333587421_Awareness (CPM)_DEM_18-44_Jan21_Hero 1||
