Brand|Equity/NPD|Campaign|Country|Agency|Brand Generation|Product|Campaign2|CampaignID|Sub Campaign|Campaign Start Date|Campaign End Date|Planning Target|Media Mix|Channel|Channel Detail|Media Type|Digital Platform|Buying Type|Device|Format|Net Spend (Local)|Currency ISO Code|Spot Length (sec)|GRPs|Adjusted GRPs|TRPs|Admissions|Impacts (000s)|Number/Length of Executions|Impressions|Clicks|Engagements|Valued Views|Reach|Frequency|Comments|OOH Format Category|Week|Facebook Objective|Facebook Buying Type|YouTube Format|Site/Platform|Year|Digital Platform categorisation |Campaign Generation|Category|
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18-44|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|3,933|GBP|6|||||||3,480,890|261||82,780|2674002|1.30|Reach & Frequency are total hence will be same in all rows||5-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18-44|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|2,377|GBP|6|||||||2,103,989|2,452||151,396|1864736|1.13|Reach & Frequency are total hence will be same in all rows||29-jan-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18-44|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|3,052|GBP|6|||||||2,701,280|187||61,554|2362409|1.14|Reach & Frequency are total hence will be same in all rows||29-jan-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|2,131|GBP|6|||||||1,366,176|2,964||100,929|985928|1.39|Reach & Frequency are total hence will be same in all rows||26-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|248|GBP|6|||||||158,759|6||3,943|141140|1.12|Reach & Frequency are total hence will be same in all rows||26-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,130|GBP|6|||||||724,355|34||16,633|554500|1.31|Reach & Frequency are total hence will be same in all rows||19-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,038|GBP|6|||||||2,588,712|4,372||185,019|1708556|1.52|Reach & Frequency are total hence will be same in all rows||19-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,160|GBP|6|||||||743,369|30||16,929|567798|1.31|Reach & Frequency are total hence will be same in all rows||12-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,642|GBP|6|||||||2,334,534|3,569||169,994|1560549|1.50|Reach & Frequency are total hence will be same in all rows||12-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,311|GBP|6|||||||840,254|48||18,993|600586|1.40|Reach & Frequency are total hence will be same in all rows||5-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,715|GBP|6|||||||2,381,778|3,853||169,473|1530392|1.56|Reach & Frequency are total hence will be same in all rows||5-mrt-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,973|GBP|6|||||||2,546,876|4,727||182,106|1642981|1.55|Reach & Frequency are total hence will be same in all rows||26-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,208|GBP|6|||||||774,215|26||18,463|593398|1.30|Reach & Frequency are total hence will be same in all rows||26-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,783|GBP|6|||||||2,425,061|4,409||176,716|1657301|1.46|Reach & Frequency are total hence will be same in all rows||19-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,184|GBP|6|||||||758,803|32||17,622|573937|1.32|Reach & Frequency are total hence will be same in all rows||19-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,284|GBP|6|||||||822,863|32||19,128|608762|1.35|Reach & Frequency are total hence will be same in all rows||12-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,385|GBP|6|||||||2,169,863|3,800||160,187|1479665|1.47|Reach & Frequency are total hence will be same in all rows||12-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|2,940|GBP|6|||||||1,884,464|3,064||149,581|1450489|1.30|Reach & Frequency are total hence will be same in all rows||5-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,144|GBP|6|||||||733,333|37||18,822|577021|1.27|Reach & Frequency are total hence will be same in all rows||5-feb-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|1,684|GBP|6|||||||1,079,792|1,740||82,697|898598|1.20|Reach & Frequency are total hence will be same in all rows||29-jan-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|NPD|Doritos Stax Q1|UK|OMD|DORITOS|DORITOS-STAX|Doritos Stax Q1|||1-2-2021|28-3-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|940|GBP|6|||||||602,645|23||16,095|551960|1.09|Reach & Frequency are total hence will be same in all rows||29-jan-21|Brand Awareness|Reach & Frequency|||2021|Facebook/Instagram|GB_DORITOS_Feb_2021_DORITOS-STAX_CORE_AFTERCARE__3316777589_CDNA||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|144|GBP|6|||||||121,155|77||2,665|91520|1.32|Reach & Frequency are total hence will be same in all rows||23-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|2,376|GBP|6|||||||768,815|1,804||61,309|445183|1.73|Reach & Frequency are total hence will be same in all rows||23-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|528|GBP|6|||||||323,495|238||7,563|237696|1.36|Reach & Frequency are total hence will be same in all rows||23-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,891|GBP|6|||||||1,158,756|2,123||78,277|699520|1.66|Reach & Frequency are total hence will be same in all rows||23-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,772|GBP|6|||||||1,313,655|2,545||94,952|614541|2.14|Reach & Frequency are total hence will be same in all rows||16-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,102|GBP|6|||||||888,446|2,069||75,066|404612|2.20|Reach & Frequency are total hence will be same in all rows||16-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,002|GBP|6|||||||550,873|436||13,279|310406|1.77|Reach & Frequency are total hence will be same in all rows||16-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|255|GBP|6|||||||196,150|136||4,598|118913|1.65|Reach & Frequency are total hence will be same in all rows||16-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,167|GBP|6|||||||635,676|483||14,922|358533|1.77|Reach & Frequency are total hence will be same in all rows||9-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,781|GBP|6|||||||1,323,125|2,528||100,415|624904|2.12|Reach & Frequency are total hence will be same in all rows||9-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,184|GBP|6|||||||935,668|2,165||82,122|438661|2.13|Reach & Frequency are total hence will be same in all rows||9-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|279|GBP|6|||||||217,015|130||4,825|131969|1.64|Reach & Frequency are total hence will be same in all rows||9-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|281|GBP|6|||||||219,378|138||4,475|126465|1.73|Reach & Frequency are total hence will be same in all rows||2-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,045|GBP|6|||||||924,351|2,032||67,751|418435|2.21|Reach & Frequency are total hence will be same in all rows||2-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,459|GBP|6|||||||1,281,254|2,468||82,413|593415|2.16|Reach & Frequency are total hence will be same in all rows||2-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,243|GBP|6|||||||676,176|528||14,001|359044|1.88|Reach & Frequency are total hence will be same in all rows||2-jul-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,702|GBP|6|||||||1,394,928|2,484||79,001|640530|2.18|Reach & Frequency are total hence will be same in all rows||25-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,007|GBP|6|||||||591,652|384||11,303|331785|1.78|Reach & Frequency are total hence will be same in all rows||25-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,135|GBP|6|||||||939,177|1,845||61,301|438275|2.14|Reach & Frequency are total hence will be same in all rows||25-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|207|GBP|6|||||||165,333|69||3,122|107009|1.55|Reach & Frequency are total hence will be same in all rows||25-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|189|GBP|6|||||||177,134|103||3,808|112895|1.57|Reach & Frequency are total hence will be same in all rows||18-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,087|GBP|6|||||||967,891|2,157||78,847|439293|2.20|Reach & Frequency are total hence will be same in all rows||18-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,046|GBP|6|||||||690,434|457||15,057|383232|1.80|Reach & Frequency are total hence will be same in all rows||18-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,651|GBP|6|||||||1,405,544|2,482||94,754|638719|2.20|Reach & Frequency are total hence will be same in all rows||18-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|820|GBP|6|||||||582,276|314||13,487|344066|1.69|Reach & Frequency are total hence will be same in all rows||11-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,859|GBP|6|||||||1,566,246|2,558||104,577|697093|2.25|Reach & Frequency are total hence will be same in all rows||11-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,086|GBP|6|||||||1,015,784|2,324||84,622|465666|2.18|Reach & Frequency are total hence will be same in all rows||11-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|166|GBP|6|||||||166,646|86||3,534|110848|1.50|Reach & Frequency are total hence will be same in all rows||11-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|instagram_stories|1,035|GBP|6|||||||637,925|353||15,278|397449|1.61|Reach & Frequency are total hence will be same in all rows||4-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|4,701|GBP|6|||||||1,531,800|2,836||99,554|741854|2.06|Reach & Frequency are total hence will be same in all rows||4-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
Doritos|Equity|Doritos Equity|UK|OMD|DORITOS|DORITOS|Doritos Equity|||1-6-2021|27-7-2021|18+ CDNA|Digital|Digital: Social|Facebook/Instagram|Social|Facebook/Instagram|Biddable Facebook|Multi-Platform|feed|3,105|GBP|6|||||||1,022,868|2,854||87,169|488738|2.09|Reach & Frequency are total hence will be same in all rows||4-jun-21|Brand Awareness|Auction|||2021|Facebook/Instagram|GB_Doritos_Jun_2021_DORITOS_EQUITY_Q2_CDNA Separated (Cell 1)||
